chrom	txStart	txEnd	strand	TF	Bin_1kb	Bin_5kb	Bin_10kb	Bin_25kb	Bin_50kb	Bin_100kb	Bin_250kb	Bin_500kb	Bin_1000kb
chr14	50085405	50087403	-	RPL36AL	chr14:50087000	chr14:50085000	chr14:50080000	chr14:50075000	chr14:50050000	chr14:50000000	chr14:50000000	chr14:50000000	chr14:50000000
chr5	40831429	40835387	-	RPL37	chr5:40835000	chr5:40835000	chr5:40830000	chr5:40825000	chr5:40800000	chr5:40800000	chr5:40750000	chr5:40500000	chr5:40000000
chr2	217363519	217366188	+	RPL37A	chr2:217363000	chr2:217360000	chr2:217360000	chr2:217350000	chr2:217350000	chr2:217300000	chr2:217250000	chr2:217000000	chr2:217000000
chr17	72199794	72206019	+	RPL38	chr17:72199000	chr17:72195000	chr17:72190000	chr17:72175000	chr17:72150000	chr17:72100000	chr17:72000000	chr17:72000000	chr17:72000000
chrX	118920466	118925622	-	RPL39	chrX:118925000	chrX:118925000	chrX:118920000	chrX:118925000	chrX:118900000	chrX:118900000	chrX:118750000	chrX:118500000	chrX:118000000
chr3	186838740	186857263	-	RPL39L	chr3:186857000	chr3:186855000	chr3:186850000	chr3:186850000	chr3:186850000	chr3:186800000	chr3:186750000	chr3:186500000	chr3:186000000
chr15	66791652	66797193	-	RPL4	chr15:66797000	chr15:66795000	chr15:66790000	chr15:66775000	chr15:66750000	chr15:66700000	chr15:66750000	chr15:66500000	chr15:66000000
chr12	56510373	56511616	+	RPL41	chr12:56510000	chr12:56510000	chr12:56510000	chr12:56500000	chr12:56500000	chr12:56500000	chr12:56500000	chr12:56500000	chr12:56000000
chr1	93297593	93307481	+	RPL5	chr1:93297000	chr1:93295000	chr1:93290000	chr1:93275000	chr1:93250000	chr1:93200000	chr1:93250000	chr1:93000000	chr1:93000000
chr12	112842984	112856647	-	RPL6	chr12:112856000	chr12:112855000	chr12:112850000	chr12:112850000	chr12:112850000	chr12:112800000	chr12:112750000	chr12:112500000	chr12:112000000
chr8	74202873	74205869	-	RPL7	chr8:74205000	chr8:74205000	chr8:74200000	chr8:74200000	chr8:74200000	chr8:74200000	chr8:74000000	chr8:74000000	chr8:74000000
chr9	136215068	136218280	+	RPL7A	chr9:136215000	chr9:136215000	chr9:136210000	chr9:136200000	chr9:136200000	chr9:136200000	chr9:136000000	chr9:136000000	chr9:136000000
chr6	42847353	42857634	+	RPL7L1	chr6:42847000	chr6:42845000	chr6:42840000	chr6:42825000	chr6:42800000	chr6:42800000	chr6:42750000	chr6:42500000	chr6:42000000
chr8	146015149	146017831	-	RPL8	chr8:146017000	chr8:146015000	chr8:146010000	chr8:146000000	chr8:146000000	chr8:146000000	chr8:146000000	chr8:146000000	chr8:146000000
chr4	39455744	39460568	-	RPL9	chr4:39460000	chr4:39460000	chr4:39460000	chr4:39450000	chr4:39450000	chr4:39400000	chr4:39250000	chr4:39000000	chr4:39000000
chr12	120634502	120639014	-	RPLP0	chr12:120639000	chr12:120635000	chr12:120630000	chr12:120625000	chr12:120600000	chr12:120600000	chr12:120500000	chr12:120500000	chr12:120000000
chr15	69745158	69747884	+	RPLP1	chr15:69745000	chr15:69745000	chr15:69740000	chr15:69725000	chr15:69700000	chr15:69700000	chr15:69500000	chr15:69500000	chr15:69000000
chr11	809935	812876	+	RPLP2	chr11:809000	chr11:805000	chr11:800000	chr11:800000	chr11:800000	chr11:800000	chr11:750000	chr11:500000	chr11:0
chr3	128338812	128369719	-	RPN1	chr3:128369000	chr3:128365000	chr3:128360000	chr3:128350000	chr3:128350000	chr3:128300000	chr3:128250000	chr3:128000000	chr3:128000000
chr20	35807448	35870025	+	RPN2	chr20:35807000	chr20:35805000	chr20:35800000	chr20:35800000	chr20:35800000	chr20:35800000	chr20:35750000	chr20:35500000	chr20:35000000
chr3	58291971	58305920	+	RPP14	chr3:58291000	chr3:58290000	chr3:58290000	chr3:58275000	chr3:58250000	chr3:58200000	chr3:58250000	chr3:58000000	chr3:58000000
chr6	30312905	30314635	+	RPP21	chr6:30312000	chr6:30310000	chr6:30310000	chr6:30300000	chr6:30300000	chr6:30300000	chr6:30250000	chr6:30000000	chr6:30000000
chr15	75247442	75249775	-	RPP25	chr15:75249000	chr15:75245000	chr15:75240000	chr15:75225000	chr15:75200000	chr15:75200000	chr15:75000000	chr15:75000000	chr15:75000000
chr9	34610481	34612110	-	RPP25L	chr9:34612000	chr9:34610000	chr9:34610000	chr9:34600000	chr9:34600000	chr9:34600000	chr9:34500000	chr9:34500000	chr9:34000000
chr10	92631708	92668312	+	RPP30	chr10:92631000	chr10:92630000	chr10:92630000	chr10:92625000	chr10:92600000	chr10:92600000	chr10:92500000	chr10:92500000	chr10:92000000
chr10	15139178	15146256	+	RPP38	chr10:15139000	chr10:15135000	chr10:15130000	chr10:15125000	chr10:15100000	chr10:15100000	chr10:15000000	chr10:15000000	chr10:15000000
chr6	4995279	5004297	-	RPP40	chr6:5004000	chr6:5000000	chr6:5000000	chr6:5000000	chr6:5000000	chr6:5000000	chr6:5000000	chr6:5000000	chr6:5000000
chr18	33569786	33647557	-	RPRD1A	chr18:33647000	chr18:33645000	chr18:33640000	chr18:33625000	chr18:33600000	chr18:33600000	chr18:33500000	chr18:33500000	chr18:33000000
chr20	36661947	36720766	+	RPRD1B	chr20:36661000	chr20:36660000	chr20:36660000	chr20:36650000	chr20:36650000	chr20:36600000	chr20:36500000	chr20:36500000	chr20:36000000
chr1	150336586	150449041	+	RPRD2	chr1:150336000	chr1:150335000	chr1:150330000	chr1:150325000	chr1:150300000	chr1:150300000	chr1:150250000	chr1:150000000	chr1:150000000
chr2	154333851	154335322	-	RPRM	chr2:154335000	chr2:154335000	chr2:154330000	chr2:154325000	chr2:154300000	chr2:154300000	chr2:154250000	chr2:154000000	chr2:154000000
chr6	34385230	34393902	-	RPS10	chr6:34393000	chr6:34390000	chr6:34390000	chr6:34375000	chr6:34350000	chr6:34300000	chr6:34250000	chr6:34000000	chr6:34000000
chr19	49999621	50002969	+	RPS11	chr19:49999000	chr19:49995000	chr19:49990000	chr19:49975000	chr19:49950000	chr19:49900000	chr19:49750000	chr19:49500000	chr19:49000000
chr6	133135707	133138703	+	RPS12	chr6:133135000	chr6:133135000	chr6:133130000	chr6:133125000	chr6:133100000	chr6:133100000	chr6:133000000	chr6:133000000	chr6:133000000
chr11	17095938	17099220	-	RPS13	chr11:17099000	chr11:17095000	chr11:17090000	chr11:17075000	chr11:17050000	chr11:17000000	chr11:17000000	chr11:17000000	chr11:17000000
chr5	149823791	149829319	-	RPS14	chr5:149829000	chr5:149825000	chr5:149820000	chr5:149825000	chr5:149800000	chr5:149800000	chr5:149750000	chr5:149500000	chr5:149000000
chr19	1438362	1440496	+	RPS15	chr19:1438000	chr19:1435000	chr19:1430000	chr19:1425000	chr19:1400000	chr19:1400000	chr19:1250000	chr19:1000000	chr19:1000000
chr16	18794276	18801656	-	RPS15A	chr16:18801000	chr16:18800000	chr16:18800000	chr16:18800000	chr16:18800000	chr16:18800000	chr16:18750000	chr16:18500000	chr16:18000000
chr19	39923776	39926660	-	RPS16	chr19:39926000	chr19:39925000	chr19:39920000	chr19:39925000	chr19:39900000	chr19:39900000	chr19:39750000	chr19:39500000	chr19:39000000
chr6	33239851	33244281	+	RPS18	chr6:33239000	chr6:33235000	chr6:33230000	chr6:33225000	chr6:33200000	chr6:33200000	chr6:33000000	chr6:33000000	chr6:33000000
chr19	42363987	42375484	+	RPS19	chr19:42363000	chr19:42360000	chr19:42360000	chr19:42350000	chr19:42350000	chr19:42300000	chr19:42250000	chr19:42000000	chr19:42000000
chr22	39925097	39928860	-	RPS19BP1	chr22:39928000	chr22:39925000	chr22:39920000	chr22:39925000	chr22:39900000	chr22:39900000	chr22:39750000	chr22:39500000	chr22:39000000
chr16	2012061	2014827	-	RPS2	chr16:2014000	chr16:2010000	chr16:2010000	chr16:2000000	chr16:2000000	chr16:2000000	chr16:2000000	chr16:2000000	chr16:2000000
chr8	56980738	56987140	-	RPS20	chr8:56987000	chr8:56985000	chr8:56980000	chr8:56975000	chr8:56950000	chr8:56900000	chr8:56750000	chr8:56500000	chr8:56000000
chr20	60962120	60963576	+	RPS21	chr20:60962000	chr20:60960000	chr20:60960000	chr20:60950000	chr20:60950000	chr20:60900000	chr20:60750000	chr20:60500000	chr20:60000000
chr5	81569138	81574235	-	RPS23	chr5:81574000	chr5:81570000	chr5:81570000	chr5:81550000	chr5:81550000	chr5:81500000	chr5:81500000	chr5:81500000	chr5:81000000
chr10	79793517	79816571	+	RPS24	chr10:79793000	chr10:79790000	chr10:79790000	chr10:79775000	chr10:79750000	chr10:79700000	chr10:79750000	chr10:79500000	chr10:79000000
chr11	118886421	118889057	-	RPS25	chr11:118889000	chr11:118885000	chr11:118880000	chr11:118875000	chr11:118850000	chr11:118800000	chr11:118750000	chr11:118500000	chr11:118000000
chr12	56435685	56438007	+	RPS26	chr12:56435000	chr12:56435000	chr12:56430000	chr12:56425000	chr12:56400000	chr12:56400000	chr12:56250000	chr12:56000000	chr12:56000000
chr1	153963238	153964631	+	RPS27	chr1:153963000	chr1:153960000	chr1:153960000	chr1:153950000	chr1:153950000	chr1:153900000	chr1:153750000	chr1:153500000	chr1:153000000
chr2	55459038	55462989	+	RPS27A	chr2:55459000	chr2:55455000	chr2:55450000	chr2:55450000	chr2:55450000	chr2:55400000	chr2:55250000	chr2:55000000	chr2:55000000
chr15	63445538	63449741	-	RPS27L	chr15:63449000	chr15:63445000	chr15:63440000	chr15:63425000	chr15:63400000	chr15:63400000	chr15:63250000	chr15:63000000	chr15:63000000
chr19	8386383	8387280	+	RPS28	chr19:8386000	chr19:8385000	chr19:8380000	chr19:8375000	chr19:8350000	chr19:8300000	chr19:8250000	chr19:8000000	chr19:8000000
chr14	50043389	50053134	-	RPS29	chr14:50053000	chr14:50050000	chr14:50050000	chr14:50050000	chr14:50050000	chr14:50000000	chr14:50000000	chr14:50000000	chr14:50000000
chr11	75110534	75133345	+	RPS3	chr11:75110000	chr11:75110000	chr11:75110000	chr11:75100000	chr11:75100000	chr11:75100000	chr11:75000000	chr11:75000000	chr11:75000000
chr4	152020724	152025804	+	RPS3A	chr4:152020000	chr4:152020000	chr4:152020000	chr4:152000000	chr4:152000000	chr4:152000000	chr4:152000000	chr4:152000000	chr4:152000000
chrX	71492452	71497141	-	RPS4X	chrX:71497000	chrX:71495000	chrX:71490000	chrX:71475000	chrX:71450000	chrX:71400000	chrX:71250000	chrX:71000000	chrX:71000000
chr19	58898635	58906171	+	RPS5	chr19:58898000	chr19:58895000	chr19:58890000	chr19:58875000	chr19:58850000	chr19:58800000	chr19:58750000	chr19:58500000	chr19:58000000
chr9	19376253	19380235	-	RPS6	chr9:19380000	chr9:19380000	chr9:19380000	chr9:19375000	chr9:19350000	chr9:19300000	chr9:19250000	chr9:19000000	chr9:19000000
chr1	26856248	26901520	+	RPS6KA1	chr1:26856000	chr1:26855000	chr1:26850000	chr1:26850000	chr1:26850000	chr1:26800000	chr1:26750000	chr1:26500000	chr1:26000000
chr6	166822851	167276039	-	RPS6KA2	chr6:167276000	chr6:167275000	chr6:167270000	chr6:167275000	chr6:167250000	chr6:167200000	chr6:167250000	chr6:167000000	chr6:167000000
chrX	20168028	20284750	-	RPS6KA3	chrX:20284000	chrX:20280000	chrX:20280000	chrX:20275000	chrX:20250000	chrX:20200000	chrX:20250000	chrX:20000000	chrX:20000000
chr11	64126624	64139687	+	RPS6KA4	chr11:64126000	chr11:64125000	chr11:64120000	chr11:64125000	chr11:64100000	chr11:64100000	chr11:64000000	chr11:64000000	chr11:64000000
chr14	91334465	91526993	-	RPS6KA5	chr14:91526000	chr14:91525000	chr14:91520000	chr14:91525000	chr14:91500000	chr14:91500000	chr14:91500000	chr14:91500000	chr14:91000000
chr17	57970406	58027786	+	RPS6KB1	chr17:57970000	chr17:57970000	chr17:57970000	chr17:57950000	chr17:57950000	chr17:57900000	chr17:57750000	chr17:57500000	chr17:57000000
chr11	67195934	67202879	+	RPS6KB2	chr11:67195000	chr11:67195000	chr11:67190000	chr11:67175000	chr11:67150000	chr11:67100000	chr11:67000000	chr11:67000000	chr11:67000000
chr1	213224574	213446808	+	RPS6KC1	chr1:213224000	chr1:213220000	chr1:213220000	chr1:213200000	chr1:213200000	chr1:213200000	chr1:213000000	chr1:213000000	chr1:213000000
chr14	75370656	75389145	-	RPS6KL1	chr14:75389000	chr14:75385000	chr14:75380000	chr14:75375000	chr14:75350000	chr14:75300000	chr14:75250000	chr14:75000000	chr14:75000000
chr2	3622852	3628509	+	RPS7	chr2:3622000	chr2:3620000	chr2:3620000	chr2:3600000	chr2:3600000	chr2:3600000	chr2:3500000	chr2:3500000	chr2:3000000
chr1	45241245	45244412	+	RPS8	chr1:45241000	chr1:45240000	chr1:45240000	chr1:45225000	chr1:45200000	chr1:45200000	chr1:45000000	chr1:45000000	chr1:45000000
chr19	54704725	54711515	+	RPS9	chr19:54704000	chr19:54700000	chr19:54700000	chr19:54700000	chr19:54700000	chr19:54700000	chr19:54500000	chr19:54500000	chr19:54000000
chr3	39448179	39454032	+	RPSA	chr3:39448000	chr3:39445000	chr3:39440000	chr3:39425000	chr3:39400000	chr3:39400000	chr3:39250000	chr3:39000000	chr3:39000000
chr17	78518624	78940173	+	RPTOR	chr17:78518000	chr17:78515000	chr17:78510000	chr17:78500000	chr17:78500000	chr17:78500000	chr17:78500000	chr17:78500000	chr17:78000000
chr16	834973	838383	-	RPUSD1	chr16:838000	chr16:835000	chr16:830000	chr16:825000	chr16:800000	chr16:800000	chr16:750000	chr16:500000	chr16:0
chr15	40861491	40866893	+	RPUSD2	chr15:40861000	chr15:40860000	chr15:40860000	chr15:40850000	chr15:40850000	chr15:40800000	chr15:40750000	chr15:40500000	chr15:40000000
chr3	9879532	9885702	-	RPUSD3	chr3:9885000	chr3:9885000	chr3:9880000	chr3:9875000	chr3:9850000	chr3:9800000	chr3:9750000	chr3:9500000	chr3:9000000
chr11	126071988	126081587	-	RPUSD4	chr11:126081000	chr11:126080000	chr11:126080000	chr11:126075000	chr11:126050000	chr11:126000000	chr11:126000000	chr11:126000000	chr11:126000000
chr16	66955581	66959439	-	RRAD	chr16:66959000	chr16:66955000	chr16:66950000	chr16:66950000	chr16:66950000	chr16:66900000	chr16:66750000	chr16:66500000	chr16:66000000
chr9	19049371	19051021	+	RRAGA	chr9:19049000	chr9:19045000	chr9:19040000	chr9:19025000	chr9:19000000	chr9:19000000	chr9:19000000	chr9:19000000	chr9:19000000
chrX	55744109	55785207	+	RRAGB	chrX:55744000	chrX:55740000	chrX:55740000	chrX:55725000	chrX:55700000	chrX:55700000	chrX:55500000	chrX:55500000	chrX:55000000
chr1	39303868	39325495	-	RRAGC	chr1:39325000	chr1:39325000	chr1:39320000	chr1:39325000	chr1:39300000	chr1:39300000	chr1:39250000	chr1:39000000	chr1:39000000
chr6	90074334	90121995	-	RRAGD	chr6:90121000	chr6:90120000	chr6:90120000	chr6:90100000	chr6:90100000	chr6:90100000	chr6:90000000	chr6:90000000	chr6:90000000
chr19	50138548	50143400	-	RRAS	chr19:50143000	chr19:50140000	chr19:50140000	chr19:50125000	chr19:50100000	chr19:50100000	chr19:50000000	chr19:50000000	chr19:50000000
chr11	14299465	14386052	-	RRAS2	chr11:14386000	chr11:14385000	chr11:14380000	chr11:14375000	chr11:14350000	chr11:14300000	chr11:14250000	chr11:14000000	chr11:14000000
chr20	17594322	17662928	-	RRBP1	chr20:17662000	chr20:17660000	chr20:17660000	chr20:17650000	chr20:17650000	chr20:17600000	chr20:17500000	chr20:17500000	chr20:17000000
chr6	7107829	7252213	+	RREB1	chr6:7107000	chr6:7105000	chr6:7100000	chr6:7100000	chr6:7100000	chr6:7100000	chr6:7000000	chr6:7000000	chr6:7000000
chr11	4115914	4160155	+	RRM1	chr11:4115000	chr11:4115000	chr11:4110000	chr11:4100000	chr11:4100000	chr11:4100000	chr11:4000000	chr11:4000000	chr11:4000000
chr2	10262694	10271546	+	RRM2	chr2:10262000	chr2:10260000	chr2:10260000	chr2:10250000	chr2:10250000	chr2:10200000	chr2:10250000	chr2:10000000	chr2:10000000
chr8	103216728	103251346	-	RRM2B	chr8:103251000	chr8:103250000	chr8:103250000	chr8:103250000	chr8:103250000	chr8:103200000	chr8:103250000	chr8:103000000	chr8:103000000
chr1	156698262	156706752	+	RRNAD1	chr1:156698000	chr1:156695000	chr1:156690000	chr1:156675000	chr1:156650000	chr1:156600000	chr1:156500000	chr1:156500000	chr1:156000000
chr21	45209417	45223983	+	RRP1	chr21:45209000	chr21:45205000	chr21:45200000	chr21:45200000	chr21:45200000	chr21:45200000	chr21:45000000	chr21:45000000	chr21:45000000
chr10	99116457	99161127	-	RRP12	chr10:99161000	chr10:99160000	chr10:99160000	chr10:99150000	chr10:99150000	chr10:99100000	chr10:99000000	chr10:99000000	chr10:99000000
chr1	218458628	218511325	+	RRP15	chr1:218458000	chr1:218455000	chr1:218450000	chr1:218450000	chr1:218450000	chr1:218400000	chr1:218250000	chr1:218000000	chr1:218000000
chr21	45079431	45115960	+	RRP1B	chr21:45079000	chr21:45075000	chr21:45070000	chr21:45075000	chr21:45050000	chr21:45000000	chr21:45000000	chr21:45000000	chr21:45000000
chr6	42989384	42997337	+	RRP36	chr6:42989000	chr6:42985000	chr6:42980000	chr6:42975000	chr6:42950000	chr6:42900000	chr6:42750000	chr6:42500000	chr6:42000000
chr22	42904340	42915829	-	RRP7A	chr22:42915000	chr22:42915000	chr22:42910000	chr22:42900000	chr22:42900000	chr22:42900000	chr22:42750000	chr22:42500000	chr22:42000000
chr11	6621143	6624880	-	RRP8	chr11:6624000	chr11:6620000	chr11:6620000	chr11:6600000	chr11:6600000	chr11:6600000	chr11:6500000	chr11:6500000	chr11:6000000
chr3	51967441	51975957	-	RRP9	chr3:51975000	chr3:51975000	chr3:51970000	chr3:51975000	chr3:51950000	chr3:51900000	chr3:51750000	chr3:51500000	chr3:51000000
chr8	67341262	67342968	+	RRS1	chr8:67341000	chr8:67340000	chr8:67340000	chr8:67325000	chr8:67300000	chr8:67300000	chr8:67250000	chr8:67000000	chr8:67000000
chr17	48556160	48563341	+	RSAD1	chr17:48556000	chr17:48555000	chr17:48550000	chr17:48550000	chr17:48550000	chr17:48500000	chr17:48500000	chr17:48500000	chr17:48000000
chr2	7017795	7038363	+	RSAD2	chr2:7017000	chr2:7015000	chr2:7010000	chr2:7000000	chr2:7000000	chr2:7000000	chr2:7000000	chr2:7000000	chr2:7000000
chr1	114304453	114355098	-	RSBN1	chr1:114355000	chr1:114355000	chr1:114350000	chr1:114350000	chr1:114350000	chr1:114300000	chr1:114250000	chr1:114000000	chr1:114000000
chr7	77325742	77409120	+	RSBN1L	chr7:77325000	chr7:77325000	chr7:77320000	chr7:77325000	chr7:77300000	chr7:77300000	chr7:77250000	chr7:77000000	chr7:77000000
chr11	77377273	77531880	-	RSF1	chr11:77531000	chr11:77530000	chr11:77530000	chr11:77525000	chr11:77500000	chr11:77500000	chr11:77500000	chr11:77500000	chr11:77000000
chr1	16558181	16563659	-	RSG1	chr1:16563000	chr1:16560000	chr1:16560000	chr1:16550000	chr1:16550000	chr1:16500000	chr1:16500000	chr1:16500000	chr1:16000000
chr16	11928054	11945442	-	RSL1D1	chr16:11945000	chr16:11945000	chr16:11940000	chr16:11925000	chr16:11900000	chr16:11900000	chr16:11750000	chr16:11500000	chr16:11000000
chr15	55473511	55489231	-	RSL24D1	chr15:55489000	chr15:55485000	chr15:55480000	chr15:55475000	chr15:55450000	chr15:55400000	chr15:55250000	chr15:55000000	chr15:55000000
chr21	43892596	43916464	-	RSPH1	chr21:43916000	chr21:43915000	chr21:43910000	chr21:43900000	chr21:43900000	chr21:43900000	chr21:43750000	chr21:43500000	chr21:43000000
chr6	159398265	159421198	-	RSPH3	chr6:159421000	chr6:159420000	chr6:159420000	chr6:159400000	chr6:159400000	chr6:159400000	chr6:159250000	chr6:159000000	chr6:159000000
chr16	57220195	57274387	+	RSPRY1	chr16:57220000	chr16:57220000	chr16:57220000	chr16:57200000	chr16:57200000	chr16:57200000	chr16:57000000	chr16:57000000	chr16:57000000
chr3	157827840	158262624	+	RSRC1	chr3:157827000	chr3:157825000	chr3:157820000	chr3:157825000	chr3:157800000	chr3:157800000	chr3:157750000	chr3:157500000	chr3:157000000
chr12	122989189	123011560	-	RSRC2	chr12:123011000	chr12:123010000	chr12:123010000	chr12:123000000	chr12:123000000	chr12:123000000	chr12:123000000	chr12:123000000	chr12:123000000
chr10	16632616	16859453	-	RSU1	chr10:16859000	chr10:16855000	chr10:16850000	chr10:16850000	chr10:16850000	chr10:16800000	chr10:16750000	chr10:16500000	chr10:16000000
chr19	12936290	12946242	-	RTBDN	chr19:12946000	chr19:12945000	chr19:12940000	chr19:12925000	chr19:12900000	chr19:12900000	chr19:12750000	chr19:12500000	chr19:12000000
chr1	100731713	100758325	+	RTCA	chr1:100731000	chr1:100730000	chr1:100730000	chr1:100725000	chr1:100700000	chr1:100700000	chr1:100500000	chr1:100500000	chr1:100000000
chr22	32783561	32808274	-	RTCB	chr22:32808000	chr22:32805000	chr22:32800000	chr22:32800000	chr22:32800000	chr22:32800000	chr22:32750000	chr22:32500000	chr22:32000000
chr20	62289162	62327606	+	RTEL1	chr20:62289000	chr20:62285000	chr20:62280000	chr20:62275000	chr20:62250000	chr20:62200000	chr20:62250000	chr20:62000000	chr20:62000000
chr15	41709301	41775761	+	RTF1	chr15:41709000	chr15:41705000	chr15:41700000	chr15:41700000	chr15:41700000	chr15:41700000	chr15:41500000	chr15:41500000	chr15:41000000
chr20	55043640	55093942	+	RTFDC1	chr20:55043000	chr20:55040000	chr20:55040000	chr20:55025000	chr20:55000000	chr20:55000000	chr20:55000000	chr20:55000000	chr20:55000000
chr2	74652987	74669060	-	RTKN	chr2:74669000	chr2:74665000	chr2:74660000	chr2:74650000	chr2:74650000	chr2:74600000	chr2:74500000	chr2:74500000	chr2:74000000
chr14	60062693	60337557	-	RTN1	chr14:60337000	chr14:60335000	chr14:60330000	chr14:60325000	chr14:60300000	chr14:60300000	chr14:60250000	chr14:60000000	chr14:60000000
chr19	45988545	46000313	-	RTN2	chr19:46000000	chr19:46000000	chr19:46000000	chr19:46000000	chr19:46000000	chr19:46000000	chr19:46000000	chr19:46000000	chr19:46000000
chr11	63448921	63527363	+	RTN3	chr11:63448000	chr11:63445000	chr11:63440000	chr11:63425000	chr11:63400000	chr11:63400000	chr11:63250000	chr11:63000000	chr11:63000000
chr2	55199325	55364967	-	RTN4	chr2:55364000	chr2:55360000	chr2:55360000	chr2:55350000	chr2:55350000	chr2:55300000	chr2:55250000	chr2:55000000	chr2:55000000
